"","ceRNA","log_rank_p","cancer","sur_sig"
"1680","AL121603.2-MIR16-1-ACTG1",0.814905800287858,"PRAD","no_sig"
"1681","AL121603.2-MIR16-1-AIMP1",0.00616814217333772,"PRAD","sig"
"1682","AL121603.2-MIR16-1-CALR",0.478682352289304,"PRAD","no_sig"
"1683","AL121603.2-MIR16-1-GRB2",0.0377711182420596,"PRAD","sig"
"1684","AL121603.2-MIR16-1-HDGF",0.76201327841462,"PRAD","no_sig"
"1685","AL121603.2-MIR16-1-HSPA5",0.456476589730825,"PRAD","no_sig"
"1686","AL121603.2-MIR16-1-PSMC2",0.561027217583951,"PRAD","no_sig"
"1687","AL121603.2-MIR16-1-RAC1",0.756425424485535,"PRAD","no_sig"
"1688","AL121603.2-MIR16-1-VAV2",0.00518732039642222,"PRAD","sig"
"1689","AL121603.2-MIR370-DCK",0.164821543685385,"PRAD","no_sig"
"1690","AL121603.2-MIR370-HSP90AB1",0.55823324940245,"PRAD","no_sig"
"1691","AL121603.2-MIR370-IFNGR2",0.638743886012521,"PRAD","no_sig"
"1692","AL121603.2-MIR450B-HMGB1",0.0228817321646801,"PRAD","sig"
"1693","AL121603.2-MIR493-PLXNB2",0.291550245442663,"PRAD","no_sig"
"1694","AL391244.1-MIR16-1-AIMP1",0.00616689796169512,"PRAD","sig"
"1695","AL391244.1-MIR16-1-FURIN",0.961270520658471,"PRAD","no_sig"
"1696","AL391244.1-MIR16-1-GRB2",0.0382995554099934,"PRAD","sig"
"1697","AL391244.1-MIR16-1-HDGF",0.77349646394696,"PRAD","no_sig"
"1698","AL391244.1-MIR16-1-RAC1",0.744277231291724,"PRAD","no_sig"
"1699","AL391244.1-MIR16-1-VAV2",0.00482246249625973,"PRAD","sig"
"1700","AL391244.1-MIR30B-FURIN",0.985180367748052,"PRAD","no_sig"
"1701","AL391244.1-MIR30B-PPP3CB",0.536230456609301,"PRAD","no_sig"
"1702","AL391244.1-MIR30B-RARA",0.504391648829963,"PRAD","no_sig"
"1703","AL391244.1-MIR30B-RORC",0.867878452519039,"PRAD","no_sig"
"1704","AL391244.1-MIR370-HSP90AB1",0.55823324940245,"PRAD","no_sig"
"1705","AL391244.1-MIR370-IFNGR2",0.662141775959785,"PRAD","no_sig"
"1706","AP001372.2-MIR1277-NCK2",0.454597992996492,"PRAD","no_sig"
"1707","AP004609.3-MIR27B-TMSB10",0.963734817288054,"PRAD","no_sig"
"1708","AP004609.3-MIR27B-TOR2A",0.0076547434188412,"PRAD","sig"
"1709","AP004609.3-MIR27B-TPT1",0.283829978437442,"PRAD","no_sig"
"1710","BX284668.2-MIR25-BMPR1A",0.0604953698143649,"PRAD","no_sig"
"1711","BX284668.2-MIR25-FGF2",0.329103681894355,"PRAD","no_sig"
"1712","BX284668.2-MIR25-IL6ST",0.0924443809432958,"PRAD","no_sig"
"1713","BX284668.2-MIR25-NFYB",0.135840164239891,"PRAD","no_sig"
"1714","BX284668.2-MIR25-OSMR",0.209626646779763,"PRAD","no_sig"
"1715","BX284668.2-MIR25-ROBO1",0.186154627429734,"PRAD","no_sig"
"1716","BX284668.2-MIR25-S100A16",0.213160961652983,"PRAD","no_sig"
"1717","BX284668.2-MIR25-TANK",0.0520392735113786,"PRAD","no_sig"
"1718","BX284668.2-MIR25-TLR3",0.266307949388931,"PRAD","no_sig"
"1719","BX284668.2-MIR25-UBR1",0.0564541260005241,"PRAD","no_sig"
"1720","BX284668.2-MIR25-ZC3HAV1L",0.107289884077185,"PRAD","no_sig"
"1721","DARS-AS1-MIR221-TOR2A",0.0175124747279222,"PRAD","sig"
"1722","FAM201A-MIR216A-BECN1",0.111401287723343,"PRAD","no_sig"
"1723","FAM201A-MIR216A-CDC42",0.0606728965057098,"PRAD","no_sig"
"1724","FAM201A-MIR216A-CDK4",0.906150923814083,"PRAD","no_sig"
"1725","FAM201A-MIR216A-PAK4",0.0530395430952573,"PRAD","no_sig"
"1726","FAM201A-MIR370-DCK",0.441946278567735,"PRAD","no_sig"
"1727","FAM201A-MIR370-HSP90AB1",0.55823324940245,"PRAD","no_sig"
"1728","FAM201A-MIR370-IFNGR2",0.67666856329748,"PRAD","no_sig"
"1729","FAM201A-MIR370-MAP2K2",0.232224566499223,"PRAD","no_sig"
"1730","GAS5-MIR1296-GPI",0.999505499382314,"PRAD","no_sig"
"1731","GAS5-MIR130A-GRK2",0.282730567869021,"PRAD","no_sig"
"1732","GAS5-MIR196A1-NR2F6",0.460636659999922,"PRAD","no_sig"
"1733","GAS5-MIR196A1-PSMC3",0.605477690978787,"PRAD","no_sig"
"1734","GAS5-MIR221-PSMD4",0.923572923383031,"PRAD","no_sig"
"1735","GAS5-MIR221-TOR2A",0.193830698783679,"PRAD","no_sig"
"1736","GAS5-MIR222-HDGF",0.586143161374732,"PRAD","no_sig"
"1737","GAS5-MIR23B-GRK2",0.275854701287663,"PRAD","no_sig"
"1738","GAS5-MIR23B-HDGF",0.426344684803754,"PRAD","no_sig"
"1739","GAS5-MIR31-PPIA",0.913126136405308,"PRAD","no_sig"
"1740","GAS5-MIR4676-GRK2",0.289483296076521,"PRAD","no_sig"
"1741","GAS5-MIR4786-GPI",0.51332295745871,"PRAD","no_sig"
"1742","GAS5-MIR4786-HDGF",0.579940503329866,"PRAD","no_sig"
"1743","GAS5-MIR505-HSP90AB1",0.61292791252122,"PRAD","no_sig"
"1744","GAS5-MIR505-OGFR",0.140133176201107,"PRAD","no_sig"
"1745","GAS5-MIR744-ADRM1",0.46193528543235,"PRAD","no_sig"
"1746","GAS5-MIR744-NR2F6",0.446911244707246,"PRAD","no_sig"
"1747","GAS5-MIR744-OGFR",0.13997960291449,"PRAD","no_sig"
"1748","GAS5-MIR744-PSMD4",0.90156022840602,"PRAD","no_sig"
"1749","HCG11-MIR26B-ARRB1",0.409629497101647,"PRAD","no_sig"
"1750","HCG11-MIR26B-BMPR1A",0.284740937664833,"PRAD","no_sig"
"1751","HCG11-MIR26B-BMPR2",0.802944942361298,"PRAD","no_sig"
"1752","HCG11-MIR26B-CXCL13",0.679708018898165,"PRAD","no_sig"
"1753","HCG11-MIR26B-ERAP1",0.37221647061072,"PRAD","no_sig"
"1754","HCG11-MIR26B-GDF10",0.722286668112936,"PRAD","no_sig"
"1755","HCG11-MIR26B-INPP5D",0.767654885627823,"PRAD","no_sig"
"1756","HCG11-MIR26B-LIFR",0.477918115483298,"PRAD","no_sig"
"1757","HCG11-MIR26B-PIK3CG",0.690529577897387,"PRAD","no_sig"
"1758","HCG11-MIR26B-SDC3",0.12506857453613,"PRAD","no_sig"
"1759","HCG11-MIR26B-TLR1",0.767497217027954,"PRAD","no_sig"
"1760","HCG11-MIR26B-VAV1",0.433352894320969,"PRAD","no_sig"
"1761","LEF1-AS1-MIR222-HDGF",0.97134998624965,"PRAD","no_sig"
"1762","LINC00683-MIR25-BMPR1A",0.0669396103319703,"PRAD","no_sig"
"1763","LINC00683-MIR25-C3",0.374415162861121,"PRAD","no_sig"
"1764","LINC00683-MIR25-FGF2",0.319293310144486,"PRAD","no_sig"
"1765","LINC00683-MIR25-IL6ST",0.0916666605198487,"PRAD","no_sig"
"1766","LINC00683-MIR25-IREB2",0.0485407430842822,"PRAD","sig"
"1767","LINC00683-MIR25-ITGAV",0.00841253033365075,"PRAD","sig"
"1768","LINC00683-MIR25-NFYB",0.129051488715668,"PRAD","no_sig"
"1769","LINC00683-MIR25-OSMR",0.220345109153931,"PRAD","no_sig"
"1770","LINC00683-MIR25-ROBO1",0.2076118723172,"PRAD","no_sig"
"1771","LINC00683-MIR25-S100A16",0.221779287514818,"PRAD","no_sig"
"1772","LINC00683-MIR25-TANK",0.0565319267828508,"PRAD","no_sig"
"1773","LINC00683-MIR25-TLR3",0.273682430389186,"PRAD","no_sig"
"1774","LINC00683-MIR25-UBR1",0.0634703225168231,"PRAD","no_sig"
"1775","LINC00683-MIR25-ZC3HAV1L",0.0281637562826729,"PRAD","sig"
"1776","LINC00886-MIR126-ACVR2B",0.322377504127764,"PRAD","no_sig"
"1777","LINC00886-MIR126-CYLD",0.020781784445968,"PRAD","sig"
"1778","LINC00886-MIR126-KRAS",0.0114461972172519,"PRAD","sig"
"1779","LINC00886-MIR126-MAPK8",0.0188436377930514,"PRAD","sig"
"1780","LINC00886-MIR126-MR1",0.48314752590186,"PRAD","no_sig"
"1781","LINC00886-MIR126-NR2C2",0.0159487125984042,"PRAD","sig"
"1782","LINC00886-MIR126-NR3C1",0.123172525142157,"PRAD","no_sig"
"1783","LINC00886-MIR126-PGR",0.0994887951586707,"PRAD","no_sig"
"1784","LINC00886-MIR126-PIK3R1",0.282507675326188,"PRAD","no_sig"
"1785","LINC00963-MIR205-AR",0.172255658669229,"PRAD","no_sig"
"1786","LINC00963-MIR205-ESRRG",0.0340265097932144,"PRAD","sig"
"1787","LINC00963-MIR205-HSPA8",0.799828190909006,"PRAD","no_sig"
"1788","LINC00963-MIR205-PRDX2",0.958728756396291,"PRAD","no_sig"
"1789","LINC01116-MIR93-TGFBR2",0.862937350456534,"PRAD","no_sig"
"1790","LINC01184-MIR216A-BECN1",0.105210161144109,"PRAD","no_sig"
"1791","LINC01184-MIR216A-CDC42",0.0578568410924396,"PRAD","no_sig"
"1792","LINC01184-MIR216A-CDK4",0.837316740738455,"PRAD","no_sig"
"1793","LINC01184-MIR216A-PAK4",0.0523443249594556,"PRAD","no_sig"
"1794","LINC01415-MIR106B-F2R",0.552034541445596,"PRAD","no_sig"
"1795","LINC01503-MIR615-BACH2",0.227177717385353,"PRAD","no_sig"
"1796","LINC01503-MIR615-IL6ST",0.25322566401934,"PRAD","no_sig"
"1797","LINC01503-MIR615-PDGFC",0.151466746603542,"PRAD","no_sig"
"1798","LINC01503-MIR615-THRA",0.14689482294987,"PRAD","no_sig"
"1799","LINC01503-MIR615-VIM",0.227118156900982,"PRAD","no_sig"
"1800","LINC01547-MIR16-1-ACTG1",0.82765264535503,"PRAD","no_sig"
"1801","LINC01547-MIR16-1-AIMP1",0.00621251181480476,"PRAD","sig"
"1802","LINC01547-MIR16-1-CALR",0.478682352289304,"PRAD","no_sig"
"1803","LINC01547-MIR16-1-FURIN",0.965538163889222,"PRAD","no_sig"
"1804","LINC01547-MIR16-1-GRB2",0.0382995554099934,"PRAD","sig"
"1805","LINC01547-MIR16-1-HDGF",0.77349646394696,"PRAD","no_sig"
"1806","LINC01547-MIR16-1-HSPA5",0.456476589730825,"PRAD","no_sig"
"1807","LINC01547-MIR16-1-PSMC2",0.211723175191419,"PRAD","no_sig"
"1808","LINC01547-MIR16-1-RAC1",0.73651300846796,"PRAD","no_sig"
"1809","LINC01547-MIR16-1-VAV2",0.00482246249625973,"PRAD","sig"
"1810","LINC01550-MIR25-BMPR1A",0.0607687914963727,"PRAD","no_sig"
"1811","LINC01550-MIR25-C3",0.778729154545435,"PRAD","no_sig"
"1812","LINC01550-MIR25-FGF2",0.323816015281178,"PRAD","no_sig"
"1813","LINC01550-MIR25-IL6ST",0.141336739718131,"PRAD","no_sig"
"1814","LINC01550-MIR25-IREB2",0.0462780975332255,"PRAD","sig"
"1815","LINC01550-MIR25-ITGAV",0.00841253033365075,"PRAD","sig"
"1816","LINC01550-MIR25-NFYB",0.129669689719077,"PRAD","no_sig"
"1817","LINC01550-MIR25-NRAS",0.0108116013983137,"PRAD","sig"
"1818","LINC01550-MIR25-OSMR",0.216744005415791,"PRAD","no_sig"
"1819","LINC01550-MIR25-ROBO1",0.197458559003565,"PRAD","no_sig"
"1820","LINC01550-MIR25-S100A16",0.217795652920805,"PRAD","no_sig"
"1821","LINC01550-MIR25-TANK",0.0549841017574658,"PRAD","no_sig"
"1822","LINC01550-MIR25-TLR3",0.260306539677171,"PRAD","no_sig"
"1823","LINC01550-MIR25-UBR1",0.0587234503705963,"PRAD","no_sig"
"1824","LINC01550-MIR25-ZC3HAV1L",0.108430555466812,"PRAD","no_sig"
"1825","LINC01915-MIR25-BMPR1A",0.0595713934032706,"PRAD","no_sig"
"1826","LINC01915-MIR25-C3",0.529188738432331,"PRAD","no_sig"
"1827","LINC01915-MIR25-FGF2",0.323816015281178,"PRAD","no_sig"
"1828","LINC01915-MIR25-HSP90AA1",0.0451041460793252,"PRAD","sig"
"1829","LINC01915-MIR25-HSPA8",0.386150785623394,"PRAD","no_sig"
"1830","LINC01915-MIR25-IL6ST",0.0882920322234518,"PRAD","no_sig"
"1831","LINC01915-MIR25-IREB2",0.0476974054706067,"PRAD","sig"
"1832","LINC01915-MIR25-ITGAV",0.00841253033365075,"PRAD","sig"
"1833","LINC01915-MIR25-NFYB",0.137096600861038,"PRAD","no_sig"
"1834","LINC01915-MIR25-NRAS",0.0108116013983137,"PRAD","sig"
"1835","LINC01915-MIR25-OSMR",0.215976956495075,"PRAD","no_sig"
"1836","LINC01915-MIR25-ROBO1",0.201848001904019,"PRAD","no_sig"
"1837","LINC01915-MIR25-S100A16",0.217795652920805,"PRAD","no_sig"
"1838","LINC01915-MIR25-TANK",0.0538253818574492,"PRAD","no_sig"
"1839","LINC01915-MIR25-TLR3",0.260306539677171,"PRAD","no_sig"
"1840","LINC01915-MIR25-UBR1",0.0564541260005241,"PRAD","no_sig"
"1841","LINC01915-MIR25-ZC3HAV1L",0.106650709713813,"PRAD","no_sig"
"1842","LINC02361-MIR744-ADRM1",0.829109797914825,"PRAD","no_sig"
"1843","LINC02361-MIR744-NFKBIB",0.980408146676356,"PRAD","no_sig"
"1844","LINC02361-MIR744-OGFR",0.134806848261302,"PRAD","no_sig"
"1845","LINC02361-MIR744-PSMD4",0.29394160794885,"PRAD","no_sig"
"1846","LINC02361-MIR744-TAPBP",0.590693517349133,"PRAD","no_sig"
"1847","MIR100HG-MIR33B-FLT1",0.64386918480156,"PRAD","no_sig"
"1848","MSC-AS1-MIR106B-F2R",0.547645999917323,"PRAD","no_sig"
"1849","MSC-AS1-MIR25-BMPR1A",0.0604953698143649,"PRAD","no_sig"
"1850","MSC-AS1-MIR25-C3",0.529188738432331,"PRAD","no_sig"
"1851","MSC-AS1-MIR25-FGF2",0.323816015281178,"PRAD","no_sig"
"1852","MSC-AS1-MIR25-IL6ST",0.0882920322234518,"PRAD","no_sig"
"1853","MSC-AS1-MIR25-IREB2",0.0476974054706067,"PRAD","sig"
"1854","MSC-AS1-MIR25-ITGAV",0.00841253033365075,"PRAD","sig"
"1855","MSC-AS1-MIR25-NFYB",0.129669689719077,"PRAD","no_sig"
"1856","MSC-AS1-MIR25-NRAS",0.0108116013983137,"PRAD","sig"
"1857","MSC-AS1-MIR25-OSMR",0.215976956495075,"PRAD","no_sig"
"1858","MSC-AS1-MIR25-ROBO1",0.201848001904019,"PRAD","no_sig"
"1859","MSC-AS1-MIR25-S100A16",0.217795652920805,"PRAD","no_sig"
"1860","MSC-AS1-MIR25-TANK",0.0535625565559638,"PRAD","no_sig"
"1861","MSC-AS1-MIR25-TLR3",0.264011460938031,"PRAD","no_sig"
"1862","MSC-AS1-MIR25-UBR1",0.0564541260005241,"PRAD","no_sig"
"1863","MSC-AS1-MIR25-ZC3HAV1L",0.104913840400822,"PRAD","no_sig"
"1864","MSC-AS1-MIR429-AVPR1A",0.117748745248778,"PRAD","no_sig"
"1865","MSC-AS1-MIR429-PAK2",0.0306927123296983,"PRAD","sig"
"1866","NNT-AS1-MIR25-BMPR1A",0.0113138967281204,"PRAD","sig"
"1867","NNT-AS1-MIR25-C3",0.783727083219432,"PRAD","no_sig"
"1868","NNT-AS1-MIR25-CDH1",0.137632048805082,"PRAD","no_sig"
"1869","NNT-AS1-MIR25-FGF2",0.325135977548795,"PRAD","no_sig"
"1870","NNT-AS1-MIR25-HSP90AA1",0.0451041460793252,"PRAD","sig"
"1871","NNT-AS1-MIR25-HSPA8",0.386150785623394,"PRAD","no_sig"
"1872","NNT-AS1-MIR25-IL6ST",0.142357680339479,"PRAD","no_sig"
"1873","NNT-AS1-MIR25-IREB2",0.0483109967400199,"PRAD","sig"
"1874","NNT-AS1-MIR25-ITGAV",0.0081369147789061,"PRAD","sig"
"1875","NNT-AS1-MIR25-NFYB",0.032685401094861,"PRAD","sig"
"1876","NNT-AS1-MIR25-NRAS",0.00157307441114152,"PRAD","sig"
"1877","NNT-AS1-MIR25-OSMR",0.219182588505822,"PRAD","no_sig"
"1878","NNT-AS1-MIR25-ROBO1",0.194235731276498,"PRAD","no_sig"
"1879","NNT-AS1-MIR25-S100A16",0.0584841764045581,"PRAD","no_sig"
"1880","NNT-AS1-MIR25-TANK",0.181660755593092,"PRAD","no_sig"
"1881","NNT-AS1-MIR25-TLR3",0.605569968195367,"PRAD","no_sig"
"1882","NNT-AS1-MIR25-UBR1",0.0619362213206386,"PRAD","no_sig"
"1883","NNT-AS1-MIR25-ZC3HAV1L",0.103062249252788,"PRAD","no_sig"
"1884","NORAD-MIR196A1-CANX",0.184394306497718,"PRAD","no_sig"
"1885","NORAD-MIR196A1-CASP3",0.184079621706066,"PRAD","no_sig"
"1886","NORAD-MIR196A1-GMFB",0.433070369234636,"PRAD","no_sig"
"1887","NORAD-MIR196A1-IFNGR1",0.659721683568405,"PRAD","no_sig"
"1888","NORAD-MIR196A1-ITGAV",0.0523425864714843,"PRAD","no_sig"
"1889","NORAD-MIR196A1-MAPK1",0.426921256956147,"PRAD","no_sig"
"1890","NORAD-MIR196A1-PSMD8",0.829904919459787,"PRAD","no_sig"
"1891","NORAD-MIR196A1-RFX5",0.643185715387515,"PRAD","no_sig"
"1892","NORAD-MIR25-BMPR1A",0.436519446080707,"PRAD","no_sig"
"1893","NORAD-MIR25-C3",0.220525900674949,"PRAD","no_sig"
"1894","NORAD-MIR25-CDH1",0.605409727192027,"PRAD","no_sig"
"1895","NORAD-MIR25-FGF2",0.459991489609286,"PRAD","no_sig"
"1896","NORAD-MIR25-HSP90AA1",0.0324919878805887,"PRAD","sig"
"1897","NORAD-MIR25-HSPA8",0.15464351812337,"PRAD","no_sig"
"1898","NORAD-MIR25-IL6ST",0.169687775168784,"PRAD","no_sig"
"1899","NORAD-MIR25-IREB2",0.416864293549515,"PRAD","no_sig"
"1900","NORAD-MIR25-ITGAV",0.0526746462264559,"PRAD","no_sig"
"1901","NORAD-MIR25-NFYB",0.457140162071558,"PRAD","no_sig"
"1902","NORAD-MIR25-NRAS",0.0497164858077426,"PRAD","sig"
"1903","NORAD-MIR25-OSMR",0.184251129101271,"PRAD","no_sig"
"1904","NORAD-MIR25-ROBO1",0.447590508462266,"PRAD","no_sig"
"1905","NORAD-MIR25-TANK",0.453993273025545,"PRAD","no_sig"
"1906","NORAD-MIR25-TLR3",0.47891322062326,"PRAD","no_sig"
"1907","NORAD-MIR25-UBR1",0.442517773122055,"PRAD","no_sig"
"1908","NORAD-MIR25-ZC3HAV1L",0.443051646810809,"PRAD","no_sig"
"1909","NORAD-MIR543-NRAS",0.183537253537554,"PRAD","no_sig"
"1910","NR2F1-AS1-MIR25-BMPR1A",0.061627313127396,"PRAD","no_sig"
"1911","NR2F1-AS1-MIR25-C3",0.524694647822458,"PRAD","no_sig"
"1912","NR2F1-AS1-MIR25-FGF2",0.308653511937444,"PRAD","no_sig"
"1913","NR2F1-AS1-MIR25-IL6ST",0.0882458119176521,"PRAD","no_sig"
"1914","NR2F1-AS1-MIR25-IREB2",0.0484725068499806,"PRAD","sig"
"1915","NR2F1-AS1-MIR25-ITGAV",0.00904270222431558,"PRAD","sig"
"1916","NR2F1-AS1-MIR25-NFYB",0.115234987244773,"PRAD","no_sig"
"1917","NR2F1-AS1-MIR25-NRAS",0.00161921116021579,"PRAD","sig"
"1918","NR2F1-AS1-MIR25-OSMR",0.209614772580591,"PRAD","no_sig"
"1919","NR2F1-AS1-MIR25-ROBO1",0.19420589720512,"PRAD","no_sig"
"1920","NR2F1-AS1-MIR25-S100A16",0.229340432521762,"PRAD","no_sig"
"1921","NR2F1-AS1-MIR25-TANK",0.0531986462577563,"PRAD","no_sig"
"1922","NR2F1-AS1-MIR25-TLR3",0.295124309787793,"PRAD","no_sig"
"1923","NR2F1-AS1-MIR25-UBR1",0.0623818830154423,"PRAD","no_sig"
"1924","NR2F1-AS1-MIR25-ZC3HAV1L",0.0284198524505956,"PRAD","sig"
"1925","OLMALINC-MIR23B-ABCC4",0.0684802721773696,"PRAD","no_sig"
"1926","OLMALINC-MIR23B-GRK2",0.239558033688808,"PRAD","no_sig"
"1927","OLMALINC-MIR23B-PRDX1",0.662679590259702,"PRAD","no_sig"
"1928","OLMALINC-MIR23B-PSMD14",0.0278912945580064,"PRAD","sig"
"1929","OTUD6B-AS1-MIR4676-GRK2",0.25660459162761,"PRAD","no_sig"
"1930","PCAT19-MIR221-PSMD4",0.348177877430496,"PRAD","no_sig"
"1931","PCAT19-MIR221-TOR2A",0.015157368308418,"PRAD","sig"
"1932","PCAT19-MIR222-HDGF",0.762097101974262,"PRAD","no_sig"
"1933","PCAT19-MIR222-PSMC4",0.350159064724069,"PRAD","no_sig"
"1934","PDCD4-AS1-MIRLET7A2-HMGB1",0.0229897764859062,"PRAD","sig"
"1935","RUNDC3A-AS1-MIR221-PSMD4",0.114187576645619,"PRAD","no_sig"
"1936","RUNDC3A-AS1-MIR221-TOR2A",0.0813319021553189,"PRAD","no_sig"
"1937","RUNDC3A-AS1-MIR222-CANX",0.782937246011082,"PRAD","no_sig"
"1938","RUNDC3A-AS1-MIR222-HDGF",0.794305369922931,"PRAD","no_sig"
"1939","RUNDC3A-AS1-MIR222-PSMC4",0.33156099892444,"PRAD","no_sig"
"1940","SCAMP1-AS1-MIR196A1-CANX",0.786318325944831,"PRAD","no_sig"
"1941","SCAMP1-AS1-MIR196A1-CASP3",0.510698584311599,"PRAD","no_sig"
"1942","SCAMP1-AS1-MIR196A1-GMFB",0.479416807269122,"PRAD","no_sig"
"1943","SCAMP1-AS1-MIR196A1-IFNGR1",0.381078094999306,"PRAD","no_sig"
"1944","SCAMP1-AS1-MIR196A1-ITGAV",0.0483584124592203,"PRAD","sig"
"1945","SCAMP1-AS1-MIR196A1-MAPK1",0.826149490438622,"PRAD","no_sig"
"1946","SCAMP1-AS1-MIR196A1-PSMC3",0.712685193548751,"PRAD","no_sig"
"1947","SCAMP1-AS1-MIR196A1-PSMD8",0.404655797147848,"PRAD","no_sig"
"1948","SCAMP1-AS1-MIR196A1-RFX5",0.312918998981601,"PRAD","no_sig"
"1949","SCAMP1-AS1-MIR218-1-ELAVL1",0.0700535178503033,"PRAD","no_sig"
"1950","SCAMP1-AS1-MIR218-1-HDGF",0.788821009185574,"PRAD","no_sig"
"1951","SCAMP1-AS1-MIR218-1-HMGB1",0.0227706958539297,"PRAD","sig"
"1952","SCAMP1-AS1-MIR218-1-PPARD",0.0439566602692979,"PRAD","sig"
"1953","SCAMP1-AS1-MIR218-1-PPIA",0.614418996408319,"PRAD","no_sig"
"1954","SCAMP1-AS1-MIR218-1-RHOA",0.437009039567359,"PRAD","no_sig"
"1955","SCAMP1-AS1-MIR218-1-VAV2",0.0277257165414184,"PRAD","sig"
"1956","SCAMP1-AS1-MIR500B-GRK2",0.248887892215534,"PRAD","no_sig"
"1957","SCAMP1-AS1-MIR500B-HDGF",0.788821009185574,"PRAD","no_sig"
"1958","SCAMP1-AS1-MIR500B-HSP90AA1",0.0451041460793252,"PRAD","sig"
"1959","SNHG12-MIR320D1-MDK",0.196418247991223,"PRAD","no_sig"
"1960","SNHG16-MIR196A1-CANX",0.776958312470235,"PRAD","no_sig"
"1961","SNHG16-MIR196A1-CASP3",0.228400159655814,"PRAD","no_sig"
"1962","SNHG16-MIR196A1-GMFB",0.169074906629722,"PRAD","no_sig"
"1963","SNHG16-MIR196A1-IFNGR1",0.933804993345127,"PRAD","no_sig"
"1964","SNHG16-MIR196A1-ITGAV",0.0487404375432624,"PRAD","sig"
"1965","SNHG16-MIR196A1-MAPK1",0.381806388867463,"PRAD","no_sig"
"1966","SNHG16-MIR196A1-PSMD8",0.217292031646709,"PRAD","no_sig"
"1967","SNHG16-MIR196A1-RFX5",0.319332287016918,"PRAD","no_sig"
"1968","SNHG16-MIR205-AR",0.251855732292199,"PRAD","no_sig"
"1969","SNHG16-MIR205-ESRRG",0.140754813136096,"PRAD","no_sig"
"1970","SNHG16-MIR205-HSPA8",0.816831080600895,"PRAD","no_sig"
"1971","SNHG16-MIR205-PRDX2",0.656139965422963,"PRAD","no_sig"
"1972","TBX5-AS1-MIR25-BMPR1A",0.06333727612975,"PRAD","no_sig"
"1973","TBX5-AS1-MIR25-C3",0.581724185363836,"PRAD","no_sig"
"1974","TBX5-AS1-MIR25-FGF2",0.31198346247219,"PRAD","no_sig"
"1975","TBX5-AS1-MIR25-IL6ST",0.0854424861890877,"PRAD","no_sig"
"1976","TBX5-AS1-MIR25-IREB2",0.0438790366384462,"PRAD","sig"
"1977","TBX5-AS1-MIR25-ITGAV",0.0090097539814431,"PRAD","sig"
"1978","TBX5-AS1-MIR25-NFYB",0.123219639214246,"PRAD","no_sig"
"1979","TBX5-AS1-MIR25-OSMR",0.206022602071381,"PRAD","no_sig"
"1980","TBX5-AS1-MIR25-ROBO1",0.193152577229176,"PRAD","no_sig"
"1981","TBX5-AS1-MIR25-S100A16",0.0590242382320434,"PRAD","no_sig"
"1982","TBX5-AS1-MIR25-TANK",0.0511756196117195,"PRAD","no_sig"
"1983","TBX5-AS1-MIR25-TLR3",0.268132797959789,"PRAD","no_sig"
"1984","TBX5-AS1-MIR25-UBR1",0.0600429104472244,"PRAD","no_sig"
"1985","TBX5-AS1-MIR25-ZC3HAV1L",0.0280648509507214,"PRAD","sig"
"1986","UBR5-AS1-MIR196A1-CANX",0.764948246835628,"PRAD","no_sig"
"1987","UBR5-AS1-MIR196A1-CASP3",0.206561563977058,"PRAD","no_sig"
"1988","UBR5-AS1-MIR196A1-GMFB",0.467705514625074,"PRAD","no_sig"
"1989","UBR5-AS1-MIR196A1-IFNGR1",0.369806352589489,"PRAD","no_sig"
"1990","UBR5-AS1-MIR196A1-ITGAV",0.0474702385614356,"PRAD","sig"
"1991","UBR5-AS1-MIR196A1-MAPK1",0.871688988852375,"PRAD","no_sig"
"1992","UBR5-AS1-MIR196A1-RFX5",0.0962174145959885,"PRAD","no_sig"
"1993","AC087741.1-MIR186-JUND",0.262413071624724,"READ","no_sig"
"1994","AL022311.1-MIR4756-IFNAR2",0.0779565996776611,"READ","no_sig"
"1995","AL022311.1-MIR4756-ZC3HAV1L",0.244795181567121,"READ","no_sig"
"1996","C5orf66-MIR145-CDK4",0.911319403572791,"READ","no_sig"
"1997","C5orf66-MIR145-VEGFA",0.112946774277977,"READ","no_sig"
"1998","HCP5-MIR33A-HSPA8",0.227481498565245,"READ","no_sig"
"1999","LINC01140-MIR200B-MALT1",0.314313760564672,"READ","no_sig"
"2000","LINC01140-MIR429-AVPR1A",0.487755739154543,"READ","no_sig"
"2001","LINC01140-MIR429-MALT1",0.556051140147639,"READ","no_sig"
"2002","MIR194-2HG-MIR125B1-ADRM1",0.272426770363338,"READ","no_sig"
"2003","MIR194-2HG-MIR125B1-BCL3",0.0247146460729654,"READ","sig"
"2004","MIR194-2HG-MIR125B1-TOR2A",0.0411394481479346,"READ","sig"
"2005","MIRLET7BHG-MIR4756-ZC3HAV1L",0.73744864161122,"READ","no_sig"
"2006","AC100861.1-MIR186-B2M",0.0375400703242691,"SARC","sig"
"2007","AC100861.1-MIR186-CCL5",0.0607750955964009,"SARC","no_sig"
"2008","AC100861.1-MIR186-KLRD1",0.071994353359188,"SARC","no_sig"
"2009","AC100861.1-MIR186-PTAFR",0.0458473695022334,"SARC","sig"
"2010","AC100861.1-MIR186-PTPN6",0.0758672454316512,"SARC","no_sig"
"2011","CARD8-AS1-MIR590-CCL5",0.0278551537059795,"SARC","sig"
