"","ceRNA","log_rank_p","cancer","sur_sig"
"5214","KCNQ1OT1-MIR25-TLR3",0.036507969312621,"THYM","sig"
"5215","KCNQ1OT1-MIR25-TNFRSF10A",0.0424555480450151,"THYM","sig"
"5216","KCNQ1OT1-MIR25-TXLNA",0.036507969312621,"THYM","sig"
"5217","KCNQ1OT1-MIR25-UBR1",0.0424555480450151,"THYM","sig"
"5218","KCNQ1OT1-MIR25-ZC3HAV1L",0.0334277223917927,"THYM","sig"
"5219","KCNQ1OT1-MIR342-ACVR1B",0.0199140113799213,"THYM","sig"
"5220","KCNQ1OT1-MIR342-ADM",0.0175565883072637,"THYM","sig"
"5221","KCNQ1OT1-MIR342-BMP2",0.116591341633396,"THYM","no_sig"
"5222","KCNQ1OT1-MIR342-BMP7",0.0199140113799213,"THYM","sig"
"5223","KCNQ1OT1-MIR342-CALR",0.156131083464291,"THYM","no_sig"
"5224","KCNQ1OT1-MIR342-CANX",0.0960728887056291,"THYM","no_sig"
"5225","KCNQ1OT1-MIR342-CRIM1",0.0347435649673882,"THYM","sig"
"5226","KCNQ1OT1-MIR342-CRLF1",0.0604966656307561,"THYM","no_sig"
"5227","KCNQ1OT1-MIR342-ENG",0.225653381457714,"THYM","no_sig"
"5228","KCNQ1OT1-MIR342-FAM3C",0.0613570802637232,"THYM","no_sig"
"5229","KCNQ1OT1-MIR342-FPR1",0.0200306842908869,"THYM","sig"
"5230","KCNQ1OT1-MIR342-IGF1R",0.100583540559398,"THYM","no_sig"
"5231","KCNQ1OT1-MIR342-IGF2R",0.00602317585420864,"THYM","sig"
"5232","KCNQ1OT1-MIR342-JUN",0.0304371070222074,"THYM","sig"
"5233","KCNQ1OT1-MIR342-NDRG1",0.0375858571111791,"THYM","sig"
"5234","KCNQ1OT1-MIR342-NPR1",0.0456504058521717,"THYM","sig"
"5235","KCNQ1OT1-MIR342-OSMR",0.0210763314870513,"THYM","sig"
"5236","KCNQ1OT1-MIR342-PLCG2",0.0233752723270111,"THYM","sig"
"5237","KCNQ1OT1-MIR342-PSMC1",0.0210763314870513,"THYM","sig"
"5238","KCNQ1OT1-MIR342-ROBO2",0.0178344070055759,"THYM","sig"
"5239","KCNQ1OT1-MIR589-C3",0.299175069818403,"THYM","no_sig"
"5240","KCNQ1OT1-MIR589-SEMA6D",0.159157857390057,"THYM","no_sig"
"5241","KCNQ1OT1-MIR766-BMPR1A",0.226797217202387,"THYM","no_sig"
"5242","KCNQ1OT1-MIR766-C5AR2",0.219633254051593,"THYM","no_sig"
"5243","KCNQ1OT1-MIR766-CALR",0.141241065602698,"THYM","no_sig"
"5244","KCNQ1OT1-MIR766-CSF1",0.591333267632812,"THYM","no_sig"
"5245","KCNQ1OT1-MIR766-LIF",0.265007429211216,"THYM","no_sig"
"5246","KCNQ1OT1-MIR766-NFAT5",0.329877425711758,"THYM","no_sig"
"5247","KCNQ1OT1-MIR766-NR1D2",0.394238837435753,"THYM","no_sig"
"5248","KCNQ1OT1-MIR766-NR2F6",0.527365321116414,"THYM","no_sig"
"5249","KCNQ1OT1-MIR766-PLXNB1",0.317480111809461,"THYM","no_sig"
"5250","KCNQ1OT1-MIR766-RARA",0.679017609141294,"THYM","no_sig"
"5251","KCNQ1OT1-MIR766-RASGRP3",0.267377620219118,"THYM","no_sig"
"5252","KCNQ1OT1-MIR766-S1PR2",0.0912149547205324,"THYM","no_sig"
"5253","KCNQ1OT1-MIR766-SDC4",0.652868416186097,"THYM","no_sig"
"5254","KCNQ1OT1-MIR766-VEGFC",0.427353690867286,"THYM","no_sig"
"5255","LEF1-AS1-MIR222-DAXX",0.0618085871979693,"THYM","no_sig"
"5256","LEF1-AS1-MIR222-HDGF",0.0225075785171632,"THYM","sig"
"5257","LIFR-AS1-MIR181B1-BMPR2",0.00773475037543525,"THYM","sig"
"5258","LIFR-AS1-MIR181B1-FAM3C",0.0447649647223658,"THYM","sig"
"5259","LIFR-AS1-MIR181B1-IFNGR1",0.893720859901434,"THYM","no_sig"
"5260","LIFR-AS1-MIR181B1-IGF1R",0.108248815409916,"THYM","no_sig"
"5261","LIFR-AS1-MIR181B1-OSMR",0.25248186008634,"THYM","no_sig"
"5262","LIFR-AS1-MIR181B1-SORT1",0.26761583731617,"THYM","no_sig"
"5263","LIFR-AS1-MIR342-ACVR1B",0.0178344070055759,"THYM","sig"
"5264","LIFR-AS1-MIR342-ADM",0.0184643532605361,"THYM","sig"
"5265","LIFR-AS1-MIR342-BMP2",0.127470240869756,"THYM","no_sig"
"5266","LIFR-AS1-MIR342-BMP7",0.0199140113799213,"THYM","sig"
"5267","LIFR-AS1-MIR342-CALR",0.156131083464291,"THYM","no_sig"
"5268","LIFR-AS1-MIR342-CANX",0.0960728887056291,"THYM","no_sig"
"5269","LIFR-AS1-MIR342-CRIM1",0.0456614568474744,"THYM","sig"
"5270","LIFR-AS1-MIR342-ENG",0.275559295985509,"THYM","no_sig"
"5271","LIFR-AS1-MIR342-FAM3C",0.0771827260120421,"THYM","no_sig"
"5272","LIFR-AS1-MIR342-IGF1R",0.100583540559398,"THYM","no_sig"
"5273","LIFR-AS1-MIR342-IKBKG",0.0840531729605556,"THYM","no_sig"
"5274","LIFR-AS1-MIR342-JUN",0.0304371070222074,"THYM","sig"
"5275","LIFR-AS1-MIR342-NDRG1",0.0399589777831281,"THYM","sig"
"5276","LIFR-AS1-MIR342-NPR1",0.0328325458336931,"THYM","sig"
"5277","LIFR-AS1-MIR342-OSMR",0.0210763314870513,"THYM","sig"
"5278","LIFR-AS1-MIR342-PSMC1",0.0210763314870513,"THYM","sig"
"5279","LIFR-AS1-MIR342-ROBO2",0.0178344070055759,"THYM","sig"
"5280","LIFR-AS1-MIR342-SHC3",0.0210763314870513,"THYM","sig"
"5281","LIFR-AS1-MIR766-BMPR1A",0.299783159109694,"THYM","no_sig"
"5282","LIFR-AS1-MIR766-C5AR2",0.399844413718319,"THYM","no_sig"
"5283","LIFR-AS1-MIR766-CALR",0.141241065602698,"THYM","no_sig"
"5284","LIFR-AS1-MIR766-CSF1",0.205284710430025,"THYM","no_sig"
"5285","LIFR-AS1-MIR766-LIF",0.135464812019315,"THYM","no_sig"
"5286","LIFR-AS1-MIR766-NFAT5",0.15897636720832,"THYM","no_sig"
"5287","LIFR-AS1-MIR766-NR1D2",0.0903115537708176,"THYM","no_sig"
"5288","LIFR-AS1-MIR766-NR2F6",0.144882825426845,"THYM","no_sig"
"5289","LIFR-AS1-MIR766-PLXNB1",0.0739160900547442,"THYM","no_sig"
"5290","LIFR-AS1-MIR766-RARA",0.160585442742314,"THYM","no_sig"
"5291","LIFR-AS1-MIR766-S1PR2",0.856267384418483,"THYM","no_sig"
"5292","LIFR-AS1-MIR766-SDC4",0.652868416186097,"THYM","no_sig"
"5293","LIFR-AS1-MIR766-VEGFC",0.493694422118978,"THYM","no_sig"
"5294","LIMD1-AS1-MIR193A-HMGB1",0.0428231655693415,"THYM","sig"
"5295","LINC00205-MIR342-ACVR1B",0.0184643532605361,"THYM","sig"
"5296","LINC00205-MIR342-ADM",0.0195629870206815,"THYM","sig"
"5297","LINC00205-MIR342-BMP2",0.118078414283061,"THYM","no_sig"
"5298","LINC00205-MIR342-BMP7",0.0173931372992183,"THYM","sig"
"5299","LINC00205-MIR342-CALR",0.156131083464291,"THYM","no_sig"
"5300","LINC00205-MIR342-CANX",0.134564385356449,"THYM","no_sig"
"5301","LINC00205-MIR342-CRIM1",0.039271543381352,"THYM","sig"
"5302","LINC00205-MIR342-CRLF1",0.0443653808847063,"THYM","sig"
"5303","LINC00205-MIR342-ENG",0.282434038091792,"THYM","no_sig"
"5304","LINC00205-MIR342-FAM3C",0.0525476648807807,"THYM","no_sig"
"5305","LINC00205-MIR342-FPR1",0.0184643532605361,"THYM","sig"
"5306","LINC00205-MIR342-IGF1R",0.100583540559398,"THYM","no_sig"
"5307","LINC00205-MIR342-IGF2R",0.00473264630269654,"THYM","sig"
"5308","LINC00205-MIR342-IKBKG",0.0607511931096644,"THYM","no_sig"
"5309","LINC00205-MIR342-NDRG1",0.0546159407837197,"THYM","no_sig"
"5310","LINC00205-MIR342-NPR1",0.0374691669017367,"THYM","sig"
"5311","LINC00205-MIR342-OSMR",0.0184643532605361,"THYM","sig"
"5312","LINC00205-MIR342-PLCG2",0.0178344070055759,"THYM","sig"
"5313","LINC00205-MIR342-PSMC1",0.0194384736909385,"THYM","sig"
"5314","LINC00205-MIR342-ROBO2",0.0184643532605361,"THYM","sig"
"5315","LINC00205-MIR342-SHC3",0.0178344070055759,"THYM","sig"
"5316","LINC00205-MIR342-TFRC",0.511402166728134,"THYM","no_sig"
"5317","LINC00313-MIR342-ACVR1B",0.0199140113799213,"THYM","sig"
"5318","LINC00313-MIR342-ADM",0.0175565883072637,"THYM","sig"
"5319","LINC00313-MIR342-BMP7",0.0199140113799213,"THYM","sig"
"5320","LINC00313-MIR342-IGF1R",0.100583540559398,"THYM","no_sig"
"5321","LINC00313-MIR342-JUN",0.0304371070222074,"THYM","sig"
"5322","LINC00313-MIR342-PLCG2",0.0233752723270111,"THYM","sig"
"5323","LINC00313-MIR342-PSMC1",0.0210763314870513,"THYM","sig"
"5324","LINC00313-MIR342-TFRC",0.200187469660549,"THYM","no_sig"
"5325","LINC00324-MIR615-BACH2",0.345390478680527,"THYM","no_sig"
"5326","LINC00324-MIR615-GDF11",0.0142699245695426,"THYM","sig"
"5327","LINC00324-MIR615-HDAC1",0.174386086366219,"THYM","no_sig"
"5328","LINC00324-MIR615-VIM",0.125859573436552,"THYM","no_sig"
"5329","LINC00467-MIR25-APOBEC3F",0.0348804621929661,"THYM","sig"
"5330","LINC00467-MIR25-BMPR1A",0.036507969312621,"THYM","sig"
"5331","LINC00467-MIR25-CDH1",0.389043268730977,"THYM","no_sig"
"5332","LINC00467-MIR25-IL6ST",0.416491969208085,"THYM","no_sig"
"5333","LINC00467-MIR25-ITGAV",0.039676329831161,"THYM","sig"
"5334","LINC00467-MIR25-OSMR",0.039676329831161,"THYM","sig"
"5335","LINC00467-MIR25-PLXNA3",0.036507969312621,"THYM","sig"
"5336","LINC00467-MIR25-S100A16",0.0395821032039493,"THYM","sig"
"5337","LINC00467-MIR25-SEMA4C",0.368890188483517,"THYM","no_sig"
"5338","LINC00467-MIR25-TLR3",0.036507969312621,"THYM","sig"
"5339","LINC00467-MIR25-TNFRSF10A",0.036507969312621,"THYM","sig"
"5340","LINC00467-MIR25-TXLNA",0.0289422574598303,"THYM","sig"
"5341","LINC00467-MIR25-UBR1",0.0424555480450151,"THYM","sig"
"5342","LINC00665-MIR181B1-BMPR2",0.0104783477815127,"THYM","sig"
"5343","LINC00665-MIR181B1-FAM3C",0.0417271779639139,"THYM","sig"
"5344","LINC00665-MIR181B1-IFNGR1",0.864892642262554,"THYM","no_sig"
"5345","LINC00665-MIR181B1-IGF1R",0.376691517506296,"THYM","no_sig"
"5346","LINC00665-MIR181B1-OSMR",0.0759804144302663,"THYM","no_sig"
"5347","LINC00665-MIR181B1-SORT1",0.281226538476878,"THYM","no_sig"
"5348","LINC00665-MIR181B1-SPP1",0.225161066396412,"THYM","no_sig"
"5349","LINC00665-MIR33A-NFYC",0.45345748565129,"THYM","no_sig"
"5350","LINC00665-MIR589-SEMA6D",0.169488672176073,"THYM","no_sig"
"5351","LINC00689-MIR135B-BIRC5",0.161864106005095,"THYM","no_sig"
"5352","LINC00689-MIR582-IL20RB",0.0667376429416684,"THYM","no_sig"
"5353","LINC00858-MIR25-BMPR1A",0.036507969312621,"THYM","sig"
"5354","LINC00858-MIR25-C3",0.155983706057545,"THYM","no_sig"
"5355","LINC00858-MIR25-CDH1",0.420165388868917,"THYM","no_sig"
"5356","LINC00858-MIR25-ENG",0.323585211010938,"THYM","no_sig"
"5357","LINC00858-MIR25-FGF2",0.0287163648058807,"THYM","sig"
"5358","LINC00858-MIR25-IFITM1",0.50835598243198,"THYM","no_sig"
"5359","LINC00858-MIR25-IL6ST",0.374197989710302,"THYM","no_sig"
"5360","LINC00858-MIR25-ITGAV",0.02775269371678,"THYM","sig"
"5361","LINC00858-MIR25-OSMR",0.036507969312621,"THYM","sig"
"5362","LINC00858-MIR25-PDGFRL",0.298318787905544,"THYM","no_sig"
"5363","LINC00858-MIR25-ROBO1",0.0424555480450151,"THYM","sig"
"5364","LINC00858-MIR25-SEMA4C",0.32891030027127,"THYM","no_sig"
"5365","LINC00858-MIR25-TLR3",0.036507969312621,"THYM","sig"
"5366","LINC00858-MIR25-TNFRSF10A",0.0424555480450151,"THYM","sig"
"5367","LINC00858-MIR25-TXLNA",0.036507969312621,"THYM","sig"
"5368","LINC00858-MIR25-UBR1",0.0424555480450151,"THYM","sig"
"5369","LINC00858-MIR25-ZC3HAV1L",0.0334277223917927,"THYM","sig"
"5370","LINC00891-MIR101-1-BIRC5",0.161864106005095,"THYM","no_sig"
"5371","LINC00891-MIR27B-TOR2A",0.13666920745644,"THYM","no_sig"
"5372","LINC00894-MIR151B-UNC93B1",0.202171052169824,"THYM","no_sig"
"5373","LINC00894-MIR342-ACVR1B",0.0199140113799213,"THYM","sig"
"5374","LINC00894-MIR342-BMP2",0.116591341633396,"THYM","no_sig"
"5375","LINC00894-MIR342-BMP7",0.0210763314870513,"THYM","sig"
"5376","LINC00894-MIR342-CALR",0.156131083464291,"THYM","no_sig"
"5377","LINC00894-MIR342-CANX",0.0960728887056291,"THYM","no_sig"
"5378","LINC00894-MIR342-CRIM1",0.00835667490619596,"THYM","sig"
"5379","LINC00894-MIR342-CRLF1",0.0531734588910269,"THYM","no_sig"
"5380","LINC00894-MIR342-ENG",0.221134998228455,"THYM","no_sig"
"5381","LINC00894-MIR342-FAM3C",0.0613570802637232,"THYM","no_sig"
"5382","LINC00894-MIR342-FPR1",0.0189190201500326,"THYM","sig"
"5383","LINC00894-MIR342-IGF1R",0.100583540559398,"THYM","no_sig"
"5384","LINC00894-MIR342-IGF2R",0.00527715595810474,"THYM","sig"
"5385","LINC00894-MIR342-NDRG1",0.039532586503143,"THYM","sig"
"5386","LINC00894-MIR342-NPR1",0.0474147268382386,"THYM","sig"
"5387","LINC00894-MIR342-OSMR",0.0210763314870513,"THYM","sig"
"5388","LINC00894-MIR342-PSMC1",0.0210763314870513,"THYM","sig"
"5389","LINC00894-MIR342-ROBO2",0.0178344070055759,"THYM","sig"
"5390","LINC00943-MIR589-C3",0.299175069818403,"THYM","no_sig"
"5391","LINC00943-MIR589-SEMA6D",0.117950786595644,"THYM","no_sig"
"5392","LINC00943-MIR766-BMPR1A",0.269349051332536,"THYM","no_sig"
"5393","LINC00943-MIR766-C5AR2",0.171096100360208,"THYM","no_sig"
"5394","LINC00943-MIR766-CALR",0.141241065602698,"THYM","no_sig"
"5395","LINC00943-MIR766-CSF1",0.591333267632812,"THYM","no_sig"
"5396","LINC00943-MIR766-LIF",0.265007429211216,"THYM","no_sig"
"5397","LINC00943-MIR766-MYDGF",0.226385385854508,"THYM","no_sig"
"5398","LINC00943-MIR766-NFAT5",0.823899080937938,"THYM","no_sig"
"5399","LINC00943-MIR766-NR1D2",0.811817126361755,"THYM","no_sig"
"5400","LINC00943-MIR766-NR2F6",0.527365321116414,"THYM","no_sig"
"5401","LINC00943-MIR766-PLXNB1",0.317480111809461,"THYM","no_sig"
"5402","LINC00943-MIR766-RARA",0.66664677663344,"THYM","no_sig"
"5403","LINC00943-MIR766-RASGRP3",0.267377620219118,"THYM","no_sig"
"5404","LINC00943-MIR766-S1PR2",0.347703261902076,"THYM","no_sig"
"5405","LINC00943-MIR766-SDC4",0.652868416186097,"THYM","no_sig"
"5406","LINC00943-MIR766-VEGFC",0.427353690867286,"THYM","no_sig"
"5407","LINC01003-MIR126-CXCR4",0.0060656168679315,"THYM","sig"
"5408","LINC01003-MIR126-PIK3CG",0.00295550465358463,"THYM","sig"
"5409","LINC01003-MIR126-SEMA7A",0.0114059945895032,"THYM","sig"
"5410","LINC01003-MIR616-CD3D",0.0115318022476377,"THYM","sig"
"5411","LINC01003-MIR616-PTGDR2",0.00223609828599924,"THYM","sig"
"5412","LINC01094-MIR342-ACVR1B",0.0210763314870513,"THYM","sig"
"5413","LINC01094-MIR342-ADM",0.0184643532605361,"THYM","sig"
"5414","LINC01094-MIR342-BMP2",0.116591341633396,"THYM","no_sig"
"5415","LINC01094-MIR342-BMP7",0.0210763314870513,"THYM","sig"
"5416","LINC01094-MIR342-CALR",0.156131083464291,"THYM","no_sig"
"5417","LINC01094-MIR342-CANX",0.0960728887056291,"THYM","no_sig"
"5418","LINC01094-MIR342-CRIM1",0.0347435649673882,"THYM","sig"
"5419","LINC01094-MIR342-ENG",0.225653381457714,"THYM","no_sig"
"5420","LINC01094-MIR342-FAM3C",0.0613570802637232,"THYM","no_sig"
"5421","LINC01094-MIR342-FPR1",0.0200306842908869,"THYM","sig"
"5422","LINC01094-MIR342-IGF1R",0.100583540559398,"THYM","no_sig"
"5423","LINC01094-MIR342-IGF2R",0.00602317585420864,"THYM","sig"
"5424","LINC01094-MIR342-NDRG1",0.0375858571111791,"THYM","sig"
"5425","LINC01094-MIR342-OSMR",0.0210763314870513,"THYM","sig"
"5426","LINC01094-MIR342-PLCG2",0.0233752723270111,"THYM","sig"
"5427","LINC01094-MIR342-PSMC1",0.0210763314870513,"THYM","sig"
"5428","LINC01094-MIR342-ROBO2",0.0178344070055759,"THYM","sig"
"5429","LINC01094-MIR342-SHC3",0.0210763314870513,"THYM","sig"
"5430","LINC01094-MIR342-TFRC",0.200187469660549,"THYM","no_sig"
"5431","LINC01122-MIR1301-BIRC5",0.161864106005095,"THYM","no_sig"
"5432","LINC01122-MIR1301-HDGF",0.0219685765972816,"THYM","sig"
"5433","LINC01251-MIR186-CD28",0.156672794390602,"THYM","no_sig"
"5434","LINC01251-MIR186-HDGF",0.0219685765972816,"THYM","sig"
"5435","LINC01251-MIR186-HMGB1",0.0428231655693415,"THYM","sig"
"5436","LINC01251-MIR186-PPIA",0.0710233227739003,"THYM","no_sig"
"5437","LINC01251-MIR186-PSMD13",0.1363404554218,"THYM","no_sig"
"5438","LINC01251-MIR186-PSMD4",0.558997730584668,"THYM","no_sig"
"5439","LINC01251-MIR186-PSME1",0.52323890942306,"THYM","no_sig"
"5440","LINC01550-MIR130A-VAV3",0.0126964613571947,"THYM","sig"
"5441","LINC01560-MIR200C-CRLF3",0.0240230891444354,"THYM","sig"
"5442","LINC01560-MIR200C-PLCG1",0.0016762644954067,"THYM","sig"
"5443","LINC01560-MIR200C-RHOA",0.0473767302376558,"THYM","sig"
"5444","LINC01825-MIRLET7C-PLXND1",0.00143005025572707,"THYM","sig"
"5445","LINC01825-MIRLET7C-SOCS1",0.145620310228307,"THYM","no_sig"
"5446","LINC02302-MIR150-ADIPOR2",0.0166283845012609,"THYM","sig"
"5447","LINC02302-MIR150-CREB1",0.0198110828250186,"THYM","sig"
"5448","LINC02302-MIR150-IGF1R",0.356350229996901,"THYM","no_sig"
"5449","LINC02302-MIR150-ISG20L2",0.140974471601993,"THYM","no_sig"
"5450","LINC02302-MIR150-PRKCA",0.49059767782387,"THYM","no_sig"
"5451","LINC02302-MIR150-PSMC1",0.104857459012632,"THYM","no_sig"
"5452","LINC02302-MIR150-SP1",0.124613068050392,"THYM","no_sig"
"5453","LINC02453-MIR193A-HMGB1",0.0428231655693415,"THYM","sig"
"5454","LINC02453-MIR615-BACH2",0.113485962856592,"THYM","no_sig"
"5455","LINC02453-MIR615-GDF11",0.0151302566291991,"THYM","sig"
"5456","LINC02453-MIR615-HDAC1",0.174386086366219,"THYM","no_sig"
"5457","LINC02453-MIR615-PPP4C",0.0201140850815059,"THYM","sig"
"5458","LINC02453-MIR615-PSMD13",0.130816619361666,"THYM","no_sig"
"5459","LINC02453-MIR615-TPT1",0.0908859338962555,"THYM","no_sig"
"5460","LINC02453-MIR615-UBXN1",0.161272823865723,"THYM","no_sig"
"5461","LINC02453-MIR615-VIM",0.125859573436552,"THYM","no_sig"
"5462","LINC02574-MIR1301-BIRC5",0.161864106005095,"THYM","no_sig"
"5463","LINC02574-MIR1301-HDGF",0.0814386443461119,"THYM","no_sig"
"5464","LMCD1-AS1-MIR342-ACVR1B",0.0210763314870513,"THYM","sig"
"5465","LMCD1-AS1-MIR342-BMP2",0.116591341633396,"THYM","no_sig"
"5466","LMCD1-AS1-MIR342-BMP7",0.0210763314870513,"THYM","sig"
"5467","LMCD1-AS1-MIR342-CALR",0.156131083464291,"THYM","no_sig"
"5468","LMCD1-AS1-MIR342-CANX",0.0960728887056291,"THYM","no_sig"
"5469","LMCD1-AS1-MIR342-CRIM1",0.0484064329584699,"THYM","sig"
"5470","LMCD1-AS1-MIR342-CRLF1",0.0531734588910269,"THYM","no_sig"
"5471","LMCD1-AS1-MIR342-ENG",0.225653381457714,"THYM","no_sig"
"5472","LMCD1-AS1-MIR342-FAM3C",0.0601305051534666,"THYM","no_sig"
"5473","LMCD1-AS1-MIR342-FPR1",0.0200306842908869,"THYM","sig"
"5474","LMCD1-AS1-MIR342-IGF1R",0.100583540559398,"THYM","no_sig"
"5475","LMCD1-AS1-MIR342-IGF2R",0.00602317585420864,"THYM","sig"
"5476","LMCD1-AS1-MIR342-NPR1",0.0474147268382386,"THYM","sig"
"5477","LMCD1-AS1-MIR342-OSMR",0.0210763314870513,"THYM","sig"
"5478","LMCD1-AS1-MIR342-PSMC1",0.0210763314870513,"THYM","sig"
"5479","LMCD1-AS1-MIR342-ROBO2",0.0189190201500326,"THYM","sig"
"5480","LMNB1-DT-MIR135B-BIRC5",0.161864106005095,"THYM","no_sig"
"5481","LUCAT1-MIR181B1-BMPR2",0.0545266338000188,"THYM","no_sig"
"5482","LUCAT1-MIR181B1-FAM3C",0.0447649647223658,"THYM","sig"
"5483","LUCAT1-MIR181B1-IFNGR1",0.893720859901434,"THYM","no_sig"
"5484","LUCAT1-MIR181B1-IGF1R",0.376691517506296,"THYM","no_sig"
"5485","LUCAT1-MIR181B1-OSMR",0.00994657397676346,"THYM","sig"
"5486","LUCAT1-MIR181B1-SORT1",0.281226538476878,"THYM","no_sig"
"5487","LUCAT1-MIR181B1-SPP1",0.33724249200601,"THYM","no_sig"
"5488","LUCAT1-MIR181B1-VCAM1",0.15391968074661,"THYM","no_sig"
"5489","MAPKAPK5-AS1-MIR101-1-BIRC5",0.161864106005095,"THYM","no_sig"
"5490","MAPKAPK5-AS1-MIR101-1-TMSB10",0.458196624614475,"THYM","no_sig"
"5491","MAPKAPK5-AS1-MIR200B-PLCG1",0.0016762644954067,"THYM","sig"
"5492","MAPKAPK5-AS1-MIR26A2-BID",0.116147575230432,"THYM","no_sig"
"5493","MAPKAPK5-AS1-MIR26A2-BIRC5",0.156805954211487,"THYM","no_sig"
"5494","MAPKAPK5-AS1-MIR26A2-PPIA",0.0853410412775666,"THYM","no_sig"
"5495","MAPKAPK5-AS1-MIR27B-TMSB10",0.458196624614475,"THYM","no_sig"
"5496","MAPKAPK5-AS1-MIR27B-TOR2A",0.0781922122226197,"THYM","no_sig"
"5497","MAPKAPK5-AS1-MIR27B-TPT1",0.092693726434583,"THYM","no_sig"
"5498","MAPKAPK5-AS1-MIR27B-UBXN1",0.161272823865723,"THYM","no_sig"
"5499","MAPKAPK5-AS1-MIR30B-CD3D",0.0115318022476377,"THYM","sig"
"5500","MAPKAPK5-AS1-MIR30B-SOCS1",0.0283876753247113,"THYM","sig"
"5501","MAPKAPK5-AS1-MIR30C1-BIRC5",0.129568747649998,"THYM","no_sig"
"5502","MAPKAPK5-AS1-MIR30C1-CD3D",0.0115318022476377,"THYM","sig"
"5503","MAPKAPK5-AS1-MIR30C1-PPIA",0.0853410412775666,"THYM","no_sig"
"5504","MAPKAPK5-AS1-MIR30C1-SEM1",0.445035622676579,"THYM","no_sig"
"5505","MAPKAPK5-AS1-MIR30C1-UBXN1",0.161272823865723,"THYM","no_sig"
"5506","MAPKAPK5-AS1-MIR429-CRLF3",0.00339314475069818,"THYM","sig"
"5507","MAPKAPK5-AS1-MIR429-PLCG1",0.0016762644954067,"THYM","sig"
"5508","MEG3-MIR181B1-BMPR2",0.0574282116055628,"THYM","no_sig"
"5509","MEG3-MIR181B1-FAM3C",0.0447649647223658,"THYM","sig"
"5510","MEG3-MIR181B1-IFNGR1",0.893720859901434,"THYM","no_sig"
"5511","MEG3-MIR181B1-IGF1R",0.376691517506296,"THYM","no_sig"
"5512","MEG3-MIR181B1-OSMR",0.583216343229885,"THYM","no_sig"
"5513","MEG3-MIR181B1-SORT1",0.281226538476878,"THYM","no_sig"
"5514","MEG8-MIR181B1-BMPR2",0.0696223233168173,"THYM","no_sig"
"5515","MEG8-MIR181B1-FAM3C",0.0447649647223658,"THYM","sig"
"5516","MEG8-MIR181B1-IFNGR1",0.893720859901434,"THYM","no_sig"
"5517","MEG8-MIR181B1-IGF1R",0.376691517506296,"THYM","no_sig"
"5518","MEG8-MIR181B1-OSMR",0.0687045704413415,"THYM","no_sig"
"5519","MEG8-MIR181B1-SORT1",0.281226538476878,"THYM","no_sig"
"5520","MEG8-MIR25-APOBEC3F",0.0348804621929661,"THYM","sig"
"5521","MEG8-MIR25-BMPR1A",0.036507969312621,"THYM","sig"
"5522","MEG8-MIR25-C3",0.155983706057545,"THYM","no_sig"
"5523","MEG8-MIR25-CDH1",0.420165388868917,"THYM","no_sig"
"5524","MEG8-MIR25-ENG",0.323585211010938,"THYM","no_sig"
"5525","MEG8-MIR25-FGF2",0.0287163648058807,"THYM","sig"
"5526","MEG8-MIR25-IFITM1",0.50835598243198,"THYM","no_sig"
"5527","MEG8-MIR25-IL6ST",0.374197989710302,"THYM","no_sig"
"5528","MEG8-MIR25-ITGAV",0.039676329831161,"THYM","sig"
"5529","MEG8-MIR25-OSMR",0.036507969312621,"THYM","sig"
"5530","MEG8-MIR25-PDGFRL",0.298318787905544,"THYM","no_sig"
"5531","MEG8-MIR25-PLXNA3",0.0412985435535059,"THYM","sig"
"5532","MEG8-MIR25-ROBO1",0.0424555480450151,"THYM","sig"
"5533","MEG8-MIR25-SEMA4C",0.32891030027127,"THYM","no_sig"
"5534","MEG8-MIR25-TLR3",0.036507969312621,"THYM","sig"
"5535","MEG8-MIR25-TNFRSF10A",0.0424555480450151,"THYM","sig"
"5536","MEG8-MIR25-UBR1",0.0424555480450151,"THYM","sig"
"5537","MEG8-MIR25-ZC3HAV1L",0.0334277223917927,"THYM","sig"
"5538","MINCR-MIR26A2-BID",0.356384069006898,"THYM","no_sig"
"5539","MINCR-MIR26A2-BIRC5",0.161864106005095,"THYM","no_sig"
"5540","MINCR-MIR26A2-PPIA",0.0853410412775666,"THYM","no_sig"
"5541","MIR181A1HG-MIR106B-GDF11",0.018881919429381,"THYM","sig"
"5542","MIR181A1HG-MIR106B-IFNAR2",0.0449963382171024,"THYM","sig"
"5543","MIR181A1HG-MIR106B-PPIA",0.0710233227739003,"THYM","no_sig"
"5544","MIR181A1HG-MIR106B-PPP4C",0.0201140850815059,"THYM","sig"
"5545","MIR181A1HG-MIR106B-SEMA7A",0.00695101156666578,"THYM","sig"
"5546","MIR181A1HG-MIR205-HMGB1",0.0428231655693415,"THYM","sig"
"5547","MIR181A1HG-MIR205-HSPA8",0.0656708580800757,"THYM","no_sig"
"5548","MIR181A1HG-MIR205-TMSB4X",0.0819133510773208,"THYM","no_sig"
"5549","MIR181A1HG-MIR26A1-BID",0.0539505367945313,"THYM","no_sig"
"5550","MIR181A1HG-MIR26A1-BIRC5",0.153261897936418,"THYM","no_sig"
"5551","MIR181A1HG-MIR26A1-PPIA",0.0710233227739003,"THYM","no_sig"
"5552","MIR181A1HG-MIR339-CD3D",0.0115318022476377,"THYM","sig"
"5553","MIR181A1HG-MIR519D-CD28",0.13252614377626,"THYM","no_sig"
