lncRNA,miRNA,gene,DE_type,cancer,ceRNA
CYTOR,MIR27B,TMSB10,lnc_gene_sig,HNSC,CYTOR-MIR27B-TMSB10
CYTOR,MIR27B,VEGFC,lnc_gene_sig,HNSC,CYTOR-MIR27B-VEGFC
FBXL19-AS1,MIR342,CALR,gene_sig,HNSC,FBXL19-AS1-MIR342-CALR
FBXL19-AS1,MIR342,IGF1R,gene_sig,HNSC,FBXL19-AS1-MIR342-IGF1R
FBXL19-AS1,MIR342,IGF2R,gene_sig,HNSC,FBXL19-AS1-MIR342-IGF2R
FBXL19-AS1,MIR342,OSMR,gene_sig,HNSC,FBXL19-AS1-MIR342-OSMR
LINC00460,MIR149,ACTG1,lnc_sig,HNSC,LINC00460-MIR149-ACTG1
LINC00460,MIR149,FURIN,lnc_gene_sig,HNSC,LINC00460-MIR149-FURIN
LINC00460,MIR149,ULBP3,lnc_gene_sig,HNSC,LINC00460-MIR149-ULBP3
LINC01128,MIR342,CALR,gene_sig,HNSC,LINC01128-MIR342-CALR
LINC01128,MIR342,IGF1R,gene_sig,HNSC,LINC01128-MIR342-IGF1R
LINC01128,MIR342,IGF2R,gene_sig,HNSC,LINC01128-MIR342-IGF2R
LINC01128,MIR342,OSMR,gene_sig,HNSC,LINC01128-MIR342-OSMR
OIP5-AS1,MIR126,NR3C1,gene_sig,HNSC,OIP5-AS1-MIR126-NR3C1
OIP5-AS1,MIR126,PIK3CG,gene_sig,HNSC,OIP5-AS1-MIR126-PIK3CG
OIP5-AS1,MIR126,TFRC,gene_sig,HNSC,OIP5-AS1-MIR126-TFRC
OIP5-AS1,MIR26B,AKT1,gene_sig,HNSC,OIP5-AS1-MIR26B-AKT1
OIP5-AS1,MIR26B,BLNK,gene_sig,HNSC,OIP5-AS1-MIR26B-BLNK
OIP5-AS1,MIR26B,IGF2R,gene_sig,HNSC,OIP5-AS1-MIR26B-IGF2R
OIP5-AS1,MIR26B,PIK3CG,gene_sig,HNSC,OIP5-AS1-MIR26B-PIK3CG
OIP5-AS1,MIR26B,PSMD5,gene_sig,HNSC,OIP5-AS1-MIR26B-PSMD5
OIP5-AS1,MIR342,CALR,gene_sig,HNSC,OIP5-AS1-MIR342-CALR
OIP5-AS1,MIR342,IGF1R,gene_sig,HNSC,OIP5-AS1-MIR342-IGF1R
OIP5-AS1,MIR342,IGF2R,gene_sig,HNSC,OIP5-AS1-MIR342-IGF2R
OIP5-AS1,MIR342,OSMR,gene_sig,HNSC,OIP5-AS1-MIR342-OSMR
PLA2G4E-AS1,MIR25,CDH1,lnc_miR_sig,HNSC,PLA2G4E-AS1-MIR25-CDH1
PLA2G4E-AS1,MIR25,S100A16,lnc_miR_sig,HNSC,PLA2G4E-AS1-MIR25-S100A16
HOTAIR,MIR222,DAXX,lnc_miR_gene_sig,KICH,HOTAIR-MIR222-DAXX
HOTAIR,MIR222,HDGF,lnc_miR_gene_sig,KICH,HOTAIR-MIR222-HDGF
HOTAIR,MIR222,PLXNB2,lnc_miR_gene_sig,KICH,HOTAIR-MIR222-PLXNB2
HOTAIR,MIR222,SORT1,lnc_miR_gene_sig,KICH,HOTAIR-MIR222-SORT1
HOTAIR,MIR222,TGFA,lnc_miR_gene_sig,KICH,HOTAIR-MIR222-TGFA
HOTAIR,MIR222,TNFSF10,lnc_miR_gene_sig,KICH,HOTAIR-MIR222-TNFSF10
RASSF8-AS1,MIR222,DAXX,lnc_miR_gene_sig,KICH,RASSF8-AS1-MIR222-DAXX
RASSF8-AS1,MIR222,HDGF,lnc_miR_gene_sig,KICH,RASSF8-AS1-MIR222-HDGF
RASSF8-AS1,MIR222,PLXNB2,lnc_miR_gene_sig,KICH,RASSF8-AS1-MIR222-PLXNB2
RASSF8-AS1,MIR222,SORT1,lnc_miR_gene_sig,KICH,RASSF8-AS1-MIR222-SORT1
RASSF8-AS1,MIR222,TGFA,lnc_miR_gene_sig,KICH,RASSF8-AS1-MIR222-TGFA
RASSF8-AS1,MIR222,TNFSF10,lnc_miR_gene_sig,KICH,RASSF8-AS1-MIR222-TNFSF10
AC005229.4,MIR222,TNFSF10,gene_sig,KIRC,AC005229.4-MIR222-TNFSF10
AC068338.2,MIR3942,NR2F6,lnc_sig,KIRC,AC068338.2-MIR3942-NR2F6
AC091563.1,MIR221,CXCL12,lnc_gene_sig,KIRC,AC091563.1-MIR221-CXCL12
AC091563.1,MIR221,GRB2,lnc_sig,KIRC,AC091563.1-MIR221-GRB2
AC091563.1,MIR221,PIK3R1,lnc_sig,KIRC,AC091563.1-MIR221-PIK3R1
AC091563.1,MIR221,TNFSF10,lnc_gene_sig,KIRC,AC091563.1-MIR221-TNFSF10
AC226118.1,MIR221,IL6R,gene_sig,KIRC,AC226118.1-MIR221-IL6R
AC226118.1,MIR221,TNFSF10,gene_sig,KIRC,AC226118.1-MIR221-TNFSF10
AGAP2-AS1,MIRLET7C,TNFSF9,lnc_gene_sig,KIRC,AGAP2-AS1-MIRLET7C-TNFSF9
AL390955.2,MIR320B2,THRB,gene_sig,KIRC,AL390955.2-MIR320B2-THRB
AL590666.2,MIRLET7C,TNFSF9,lnc_gene_sig,KIRC,AL590666.2-MIRLET7C-TNFSF9
BX322562.1,MIR133B,CXCR4,gene_sig,KIRC,BX322562.1-MIR133B-CXCR4
FGD5-AS1,MIR126,MR1,lnc_miR_sig,KIRC,FGD5-AS1-MIR126-MR1
FGD5-AS1,MIR140,FGF2,lnc_miR_sig,KIRC,FGD5-AS1-MIR140-FGF2
FGD5-AS1,MIR140,FGF9,lnc_miR_gene_sig,KIRC,FGD5-AS1-MIR140-FGF9
FGD5-AS1,MIR140,PDGFRA,lnc_miR_gene_sig,KIRC,FGD5-AS1-MIR140-PDGFRA
FGD5-AS1,MIR320B2,MAPK3,lnc_sig,KIRC,FGD5-AS1-MIR320B2-MAPK3
FGD5-AS1,MIR320B2,THRB,lnc_gene_sig,KIRC,FGD5-AS1-MIR320B2-THRB
FGD5-AS1,MIR766,CALR,lnc_sig,KIRC,FGD5-AS1-MIR766-CALR
FGD5-AS1,MIR766,CDK4,lnc_sig,KIRC,FGD5-AS1-MIR766-CDK4
FGD5-AS1,MIR766,MAPK1,lnc_sig,KIRC,FGD5-AS1-MIR766-MAPK1
FGD5-AS1,MIR766,PSMD11,lnc_sig,KIRC,FGD5-AS1-MIR766-PSMD11
FGD5-AS1,MIR766,SDC4,lnc_sig,KIRC,FGD5-AS1-MIR766-SDC4
FGD5-AS1,MIR766,THBS1,lnc_sig,KIRC,FGD5-AS1-MIR766-THBS1
FGD5-AS1,MIR766,VAV3,lnc_gene_sig,KIRC,FGD5-AS1-MIR766-VAV3
GPRC5D-AS1,MIR140,FGF2,lnc_miR_sig,KIRC,GPRC5D-AS1-MIR140-FGF2
GPRC5D-AS1,MIR140,FGF9,lnc_miR_gene_sig,KIRC,GPRC5D-AS1-MIR140-FGF9
GPRC5D-AS1,MIR140,PDGFRA,lnc_miR_gene_sig,KIRC,GPRC5D-AS1-MIR140-PDGFRA
IQCH-AS1,MIR140,FGF2,lnc_miR_sig,KIRC,IQCH-AS1-MIR140-FGF2
IQCH-AS1,MIR140,FGF9,lnc_miR_gene_sig,KIRC,IQCH-AS1-MIR140-FGF9
IQCH-AS1,MIR140,PDGFRA,lnc_miR_gene_sig,KIRC,IQCH-AS1-MIR140-PDGFRA
LINC00294,MIR320B1,MAPK3,lnc_sig,KIRC,LINC00294-MIR320B1-MAPK3
LINC01816,MIR766,APOM,gene_sig,KIRC,LINC01816-MIR766-APOM
LINC02128,MIR138-1,PDK1,gene_sig,KIRC,LINC02128-MIR138-1-PDK1
LINC02128,MIR138-1,RARA,gene_sig,KIRC,LINC02128-MIR138-1-RARA
MIR193BHG,MIR140,FGF9,lnc_miR_gene_sig,KIRC,MIR193BHG-MIR140-FGF9
MIR193BHG,MIR140,PDGFRA,lnc_miR_gene_sig,KIRC,MIR193BHG-MIR140-PDGFRA
NORAD,MIR324,ABCC4,miR_sig,KIRC,NORAD-MIR324-ABCC4
NORAD,MIR324,GRB2,miR_sig,KIRC,NORAD-MIR324-GRB2
NORAD,MIR324,HSP90AA1,miR_gene_sig,KIRC,NORAD-MIR324-HSP90AA1
NORAD,MIR324,HSPA8,miR_sig,KIRC,NORAD-MIR324-HSPA8
NORAD,MIR324,PSME3,miR_sig,KIRC,NORAD-MIR324-PSME3
NORAD,MIR324,VAV3,miR_gene_sig,KIRC,NORAD-MIR324-VAV3
OIP5-AS1,MIR324,ABCC4,miR_sig,KIRC,OIP5-AS1-MIR324-ABCC4
OIP5-AS1,MIR324,GRB2,miR_sig,KIRC,OIP5-AS1-MIR324-GRB2
OIP5-AS1,MIR324,HSP90AA1,miR_gene_sig,KIRC,OIP5-AS1-MIR324-HSP90AA1
OIP5-AS1,MIR324,HSPA8,miR_sig,KIRC,OIP5-AS1-MIR324-HSPA8
OIP5-AS1,MIR324,PSME3,miR_sig,KIRC,OIP5-AS1-MIR324-PSME3
OIP5-AS1,MIR324,VAV3,miR_gene_sig,KIRC,OIP5-AS1-MIR324-VAV3
SGMS1-AS1,MIR221,CXCL12,gene_sig,KIRC,SGMS1-AS1-MIR221-CXCL12
SGMS1-AS1,MIR221,IL6R,gene_sig,KIRC,SGMS1-AS1-MIR221-IL6R
SGMS1-AS1,MIR221,TNFSF10,gene_sig,KIRC,SGMS1-AS1-MIR221-TNFSF10
TYMSOS,MIR221,CXCL12,lnc_gene_sig,KIRC,TYMSOS-MIR221-CXCL12
TYMSOS,MIR221,IL6R,lnc_gene_sig,KIRC,TYMSOS-MIR221-IL6R
TYMSOS,MIR221,PSMD4,lnc_sig,KIRC,TYMSOS-MIR221-PSMD4
TYMSOS,MIR221,TNFSF10,lnc_gene_sig,KIRC,TYMSOS-MIR221-TNFSF10
TYMSOS,MIR222,HDGF,lnc_sig,KIRC,TYMSOS-MIR222-HDGF
TYMSOS,MIR222,HLA-B,lnc_gene_sig,KIRC,TYMSOS-MIR222-HLA-B
TYMSOS,MIR222,PLXNB2,lnc_sig,KIRC,TYMSOS-MIR222-PLXNB2
TYMSOS,MIR222,TNFSF10,lnc_gene_sig,KIRC,TYMSOS-MIR222-TNFSF10
ZBED5-AS1,MIR766,APOM,lnc_gene_sig,KIRC,ZBED5-AS1-MIR766-APOM
ZBED5-AS1,MIR766,CDK4,lnc_sig,KIRC,ZBED5-AS1-MIR766-CDK4
ZBED5-AS1,MIR766,HNF4A,lnc_sig,KIRC,ZBED5-AS1-MIR766-HNF4A
ZBED5-AS1,MIR766,MAPK1,lnc_sig,KIRC,ZBED5-AS1-MIR766-MAPK1
ZBED5-AS1,MIR766,PSMD11,lnc_sig,KIRC,ZBED5-AS1-MIR766-PSMD11
ZBED5-AS1,MIR766,SDC4,lnc_sig,KIRC,ZBED5-AS1-MIR766-SDC4
ZBED5-AS1,MIR766,THBS1,lnc_sig,KIRC,ZBED5-AS1-MIR766-THBS1
ZBED5-AS1,MIR766,VAV3,lnc_gene_sig,KIRC,ZBED5-AS1-MIR766-VAV3
AC007878.1,MIR885,CRIM1,gene_sig,LIHC,AC007878.1-MIR885-CRIM1
LINC00261,MIR126,AVPR1A,lnc_miR_gene_sig,LIHC,LINC00261-MIR126-AVPR1A
LINC00261,MIR126,CXCL12,lnc_miR_gene_sig,LIHC,LINC00261-MIR126-CXCL12
LINC02027,MIR126,AVPR1A,lnc_miR_gene_sig,LIHC,LINC02027-MIR126-AVPR1A
LINC02027,MIR126,CXCL12,lnc_miR_gene_sig,LIHC,LINC02027-MIR126-CXCL12
AC019069.1,MIR3619,HDGF,gene_sig,LUAD,AC019069.1-MIR3619-HDGF
AC019069.1,MIR3619,HSP90AB1,gene_sig,LUAD,AC019069.1-MIR3619-HSP90AB1
AC023043.1,MIR491,CLDN4,gene_sig,LUAD,AC023043.1-MIR491-CLDN4
AC023043.1,MIR545,CDK4,gene_sig,LUAD,AC023043.1-MIR545-CDK4
AC027307.2,MIR942,ACVRL1,gene_sig,LUAD,AC027307.2-MIR942-ACVRL1
AC067852.2,MIR199A1,HSPA5,gene_sig,LUAD,AC067852.2-MIR199A1-HSPA5
AC067852.2,MIR215,MANF,gene_sig,LUAD,AC067852.2-MIR215-MANF
AC067852.2,MIR215,PAK6,gene_sig,LUAD,AC067852.2-MIR215-PAK6
AC067852.2,MIR491,CLDN4,gene_sig,LUAD,AC067852.2-MIR491-CLDN4
AC067852.2,MIR545,HSPA5,gene_sig,LUAD,AC067852.2-MIR545-HSPA5
AC073508.3,MIR216A,CALR,gene_sig,LUAD,AC073508.3-MIR216A-CALR
AC073508.3,MIR491,CLDN4,gene_sig,LUAD,AC073508.3-MIR491-CLDN4
AC073508.3,MIR665,CALR,gene_sig,LUAD,AC073508.3-MIR665-CALR
AC073508.3,MIR665,NR2F6,gene_sig,LUAD,AC073508.3-MIR665-NR2F6
AC073508.3,MIR665,PSMC4,gene_sig,LUAD,AC073508.3-MIR665-PSMC4
AC092368.3,MIR125B1,HDGF,gene_sig,LUAD,AC092368.3-MIR125B1-HDGF
AC092368.3,MIR625,CALR,gene_sig,LUAD,AC092368.3-MIR625-CALR
AC092368.3,MIR625,PSMD3,gene_sig,LUAD,AC092368.3-MIR625-PSMD3
AC092718.4,MIR135B,BIRC5,lnc_miR_gene_sig,LUAD,AC092718.4-MIR135B-BIRC5
AC092718.4,MIR185,HSP90AA1,lnc_sig,LUAD,AC092718.4-MIR185-HSP90AA1
AC092718.4,MIR185,HSP90AB1,lnc_gene_sig,LUAD,AC092718.4-MIR185-HSP90AB1
AC092718.4,MIR185,IKBKG,lnc_sig,LUAD,AC092718.4-MIR185-IKBKG
AC092718.4,MIR185,MDK,lnc_gene_sig,LUAD,AC092718.4-MIR185-MDK
AC092718.4,MIR185,PSME3,lnc_sig,LUAD,AC092718.4-MIR185-PSME3
AC092718.4,MIR320D1,MDK,lnc_gene_sig,LUAD,AC092718.4-MIR320D1-MDK
AC100861.1,MIR126,ADM,lnc_miR_sig,LUAD,AC100861.1-MIR126-ADM
AC100861.1,MIR126,KRAS,lnc_miR_gene_sig,LUAD,AC100861.1-MIR126-KRAS
AC100861.1,MIR320D1,MDK,lnc_gene_sig,LUAD,AC100861.1-MIR320D1-MDK
AC104667.2,MIR3194,CDK4,lnc_gene_sig,LUAD,AC104667.2-MIR3194-CDK4
AC104667.2,MIR3194,RAC3,lnc_gene_sig,LUAD,AC104667.2-MIR3194-RAC3
AC111152.2,MIR320B2,MAPK3,lnc_sig,LUAD,AC111152.2-MIR320B2-MAPK3
AC111152.2,MIR320C1,RHOA,lnc_sig,LUAD,AC111152.2-MIR320C1-RHOA
AC111152.2,MIR320C2,RHOA,lnc_sig,LUAD,AC111152.2-MIR320C2-RHOA
AGAP2-AS1,MIR15B,GRB2,lnc_sig,LUAD,AGAP2-AS1-MIR15B-GRB2
AGAP2-AS1,MIR15B,TGFB1,lnc_sig,LUAD,AGAP2-AS1-MIR15B-TGFB1
AGAP2-AS1,MIR15B,TPM2,lnc_sig,LUAD,AGAP2-AS1-MIR15B-TPM2
AGAP2-AS1,MIR15B,VAV2,lnc_sig,LUAD,AGAP2-AS1-MIR15B-VAV2
AGAP2-AS1,MIR16-2,ACTG1,lnc_sig,LUAD,AGAP2-AS1-MIR16-2-ACTG1
AGAP2-AS1,MIR16-2,CALR,lnc_gene_sig,LUAD,AGAP2-AS1-MIR16-2-CALR
AGAP2-AS1,MIR16-2,GRB2,lnc_sig,LUAD,AGAP2-AS1-MIR16-2-GRB2
AGAP2-AS1,MIR16-2,HDGF,lnc_gene_sig,LUAD,AGAP2-AS1-MIR16-2-HDGF
AGAP2-AS1,MIR16-2,PDF,lnc_gene_sig,LUAD,AGAP2-AS1-MIR16-2-PDF
AGAP2-AS1,MIR16-2,PLAUR,lnc_sig,LUAD,AGAP2-AS1-MIR16-2-PLAUR
AGAP2-AS1,MIR16-2,PSME3,lnc_sig,LUAD,AGAP2-AS1-MIR16-2-PSME3
AGAP2-AS1,MIR16-2,S100A14,lnc_sig,LUAD,AGAP2-AS1-MIR16-2-S100A14
AGAP2-AS1,MIR16-2,SEMA4C,lnc_gene_sig,LUAD,AGAP2-AS1-MIR16-2-SEMA4C
AGAP2-AS1,MIR16-2,TNFRSF12A,lnc_sig,LUAD,AGAP2-AS1-MIR16-2-TNFRSF12A
AGAP2-AS1,MIR16-2,TPM2,lnc_sig,LUAD,AGAP2-AS1-MIR16-2-TPM2
AGAP2-AS1,MIR16-2,VAV2,lnc_sig,LUAD,AGAP2-AS1-MIR16-2-VAV2
AGAP2-AS1,MIR16-2,ZYX,lnc_gene_sig,LUAD,AGAP2-AS1-MIR16-2-ZYX
AGAP2-AS1,MIR4677,NR2F6,lnc_gene_sig,LUAD,AGAP2-AS1-MIR4677-NR2F6
AGAP2-AS1,MIR4677,SDC3,lnc_sig,LUAD,AGAP2-AS1-MIR4677-SDC3
AGAP2-AS1,MIR98,IL32,lnc_sig,LUAD,AGAP2-AS1-MIR98-IL32
AGAP2-AS1,MIR98,LTBR,lnc_sig,LUAD,AGAP2-AS1-MIR98-LTBR
AGAP2-AS1,MIR98,NR2F6,lnc_gene_sig,LUAD,AGAP2-AS1-MIR98-NR2F6
AGAP2-AS1,MIR98,PLXND1,lnc_sig,LUAD,AGAP2-AS1-MIR98-PLXND1
AGAP2-AS1,MIR98,PPP4C,lnc_gene_sig,LUAD,AGAP2-AS1-MIR98-PPP4C
AGAP2-AS1,MIR98,SEMA4C,lnc_gene_sig,LUAD,AGAP2-AS1-MIR98-SEMA4C
AGAP2-AS1,MIR98,SOCS1,lnc_sig,LUAD,AGAP2-AS1-MIR98-SOCS1
AGAP2-AS1,MIRLET7C,JAG2,lnc_sig,LUAD,AGAP2-AS1-MIRLET7C-JAG2
AGAP2-AS1,MIRLET7C,PAK4,lnc_sig,LUAD,AGAP2-AS1-MIRLET7C-PAK4
AGAP2-AS1,MIRLET7C,SEMA4C,lnc_gene_sig,LUAD,AGAP2-AS1-MIRLET7C-SEMA4C
AL390955.2,MIR200A,GRB2,lnc_sig,LUAD,AL390955.2-MIR200A-GRB2
AL390955.2,MIR200A,HMGB1,lnc_sig,LUAD,AL390955.2-MIR200A-HMGB1
AL390955.2,MIR200A,PSMD11,lnc_gene_sig,LUAD,AL390955.2-MIR200A-PSMD11
AL390955.2,MIR200A,PSMD2,lnc_sig,LUAD,AL390955.2-MIR200A-PSMD2
AL390955.2,MIR200A,TFRC,lnc_gene_sig,LUAD,AL390955.2-MIR200A-TFRC
AL390955.2,MIR200A,TGFB2,lnc_gene_sig,LUAD,AL390955.2-MIR200A-TGFB2
AL390955.2,MIR200A,VCAM1,lnc_sig,LUAD,AL390955.2-MIR200A-VCAM1
AL390955.2,MIR320B2,MAPK3,lnc_sig,LUAD,AL390955.2-MIR320B2-MAPK3
AL390955.2,MIR320B2,PPIA,lnc_sig,LUAD,AL390955.2-MIR320B2-PPIA
AL390955.2,MIR320B2,TRPC4AP,lnc_sig,LUAD,AL390955.2-MIR320B2-TRPC4AP
AL390955.2,MIR4677,BIRC5,lnc_gene_sig,LUAD,AL390955.2-MIR4677-BIRC5
AL390955.2,MIR4677,HSP90AA1,lnc_sig,LUAD,AL390955.2-MIR4677-HSP90AA1
AL390955.2,MIR4677,SDC3,lnc_sig,LUAD,AL390955.2-MIR4677-SDC3
AL450326.1,MIR942,ACVRL1,gene_sig,LUAD,AL450326.1-MIR942-ACVRL1
AP002761.3,MIR579,HLA-DRB1,lnc_miR_gene_sig,LUAD,AP002761.3-MIR579-HLA-DRB1
AP002761.3,MIR579,PAK4,lnc_miR_sig,LUAD,AP002761.3-MIR579-PAK4
AP003068.1,MIR3942,NR2F6,gene_sig,LUAD,AP003068.1-MIR3942-NR2F6
DCST1-AS1,MIR138-1,TOR2A,lnc_sig,LUAD,DCST1-AS1-MIR138-1-TOR2A
DNAH17-AS1,MIR23B,HDGF,lnc_gene_sig,LUAD,DNAH17-AS1-MIR23B-HDGF
DNAH17-AS1,MIR23B,PSMD14,lnc_gene_sig,LUAD,DNAH17-AS1-MIR23B-PSMD14
DNAH17-AS1,MIR23B,SRC,lnc_sig,LUAD,DNAH17-AS1-MIR23B-SRC
EXOC3-AS1,MIR185,HSP90AB1,gene_sig,LUAD,EXOC3-AS1-MIR185-HSP90AB1
EXOC3-AS1,MIR185,MDK,gene_sig,LUAD,EXOC3-AS1-MIR185-MDK
EXOC3-AS1,MIR3619,HDGF,gene_sig,LUAD,EXOC3-AS1-MIR3619-HDGF
EXOC3-AS1,MIR3619,HSP90AB1,gene_sig,LUAD,EXOC3-AS1-MIR3619-HSP90AB1
HEIH,MIR98,NR2F6,gene_sig,LUAD,HEIH-MIR98-NR2F6
LBX2-AS1,MIR3173,RXRB,lnc_sig,LUAD,LBX2-AS1-MIR3173-RXRB
LBX2-AS1,MIR491,CLDN4,lnc_gene_sig,LUAD,LBX2-AS1-MIR491-CLDN4
LBX2-AS1,MIR491,HLA-C,lnc_sig,LUAD,LBX2-AS1-MIR491-HLA-C
LBX2-AS1,MIR627,HDGF,lnc_gene_sig,LUAD,LBX2-AS1-MIR627-HDGF
LBX2-AS1,MIR627,HSPA5,lnc_gene_sig,LUAD,LBX2-AS1-MIR627-HSPA5
MSC-AS1,MIR200B,FLT1,gene_sig,LUAD,MSC-AS1-MIR200B-FLT1
MSC-AS1,MIR200B,IL12RB2,gene_sig,LUAD,MSC-AS1-MIR200B-IL12RB2
NKILA,MIR140,CSK,lnc_sig,LUAD,NKILA-MIR140-CSK
PITPNA-AS1,MIR32,IFITM1,lnc_gene_sig,LUAD,PITPNA-AS1-MIR32-IFITM1
PITPNA-AS1,MIR32,PSME3,lnc_sig,LUAD,PITPNA-AS1-MIR32-PSME3
PITPNA-AS1,MIR374A,HSP90AA1,lnc_sig,LUAD,PITPNA-AS1-MIR374A-HSP90AA1
PITPNA-AS1,MIR374A,TOR2A,lnc_sig,LUAD,PITPNA-AS1-MIR374A-TOR2A
PITPNA-AS1,MIR374A,VEGFB,lnc_sig,LUAD,PITPNA-AS1-MIR374A-VEGFB
PPP1R26-AS1,MIR193A,MAVS,lnc_sig,LUAD,PPP1R26-AS1-MIR193A-MAVS
PPP1R26-AS1,MIR193A,PTK2,lnc_sig,LUAD,PPP1R26-AS1-MIR193A-PTK2
SCGB1B2P,MIR15B,THRA,gene_sig,LUAD,SCGB1B2P-MIR15B-THRA
SCGB1B2P,MIR16-2,JUN,gene_sig,LUAD,SCGB1B2P-MIR16-2-JUN
SCGB1B2P,MIR16-2,SEMA4C,gene_sig,LUAD,SCGB1B2P-MIR16-2-SEMA4C
SNHG16,MIR200A,PSMD11,gene_sig,LUAD,SNHG16-MIR200A-PSMD11
SNHG16,MIR200A,TFRC,gene_sig,LUAD,SNHG16-MIR200A-TFRC
SNHG16,MIR200A,TGFB2,gene_sig,LUAD,SNHG16-MIR200A-TGFB2
SNHG6,MIR125B1,ADRM1,lnc_sig,LUAD,SNHG6-MIR125B1-ADRM1
SNHG6,MIR125B1,CD320,lnc_sig,LUAD,SNHG6-MIR125B1-CD320
SNHG6,MIR125B1,HDGF,lnc_gene_sig,LUAD,SNHG6-MIR125B1-HDGF
SNHG6,MIR125B1,PRDX2,lnc_sig,LUAD,SNHG6-MIR125B1-PRDX2
SNHG6,MIR26A1,BID,lnc_sig,LUAD,SNHG6-MIR26A1-BID
SNHG6,MIR26A1,BIRC5,lnc_gene_sig,LUAD,SNHG6-MIR26A1-BIRC5
SNHG6,MIR26A1,HSPA8,lnc_sig,LUAD,SNHG6-MIR26A1-HSPA8
SNHG6,MIR26A1,PPIA,lnc_sig,LUAD,SNHG6-MIR26A1-PPIA
TRIM52-AS1,MIR218-1,HLA-E,gene_sig,LUAD,TRIM52-AS1-MIR218-1-HLA-E
VPS9D1-AS1,MIR23B,HDGF,lnc_gene_sig,LUAD,VPS9D1-AS1-MIR23B-HDGF
VPS9D1-AS1,MIR23B,PLAU,lnc_gene_sig,LUAD,VPS9D1-AS1-MIR23B-PLAU
VPS9D1-AS1,MIR23B,PRDX1,lnc_sig,LUAD,VPS9D1-AS1-MIR23B-PRDX1
VPS9D1-AS1,MIR23B,PSMD14,lnc_gene_sig,LUAD,VPS9D1-AS1-MIR23B-PSMD14
VPS9D1-AS1,MIR23B,SRC,lnc_sig,LUAD,VPS9D1-AS1-MIR23B-SRC
WASIR2,MIR26A1,BID,lnc_sig,LUAD,WASIR2-MIR26A1-BID
WASIR2,MIR26A1,BIRC5,lnc_gene_sig,LUAD,WASIR2-MIR26A1-BIRC5
WASIR2,MIR26A1,GRK2,lnc_sig,LUAD,WASIR2-MIR26A1-GRK2
WASIR2,MIR26A1,PPIA,lnc_sig,LUAD,WASIR2-MIR26A1-PPIA
AC008966.1,MIR186,F2RL1,lnc_miR_gene_sig,LUSC,AC008966.1-MIR186-F2RL1
AC008966.1,MIR186,HSP90AA1,lnc_miR_gene_sig,LUSC,AC008966.1-MIR186-HSP90AA1
AC008966.1,MIR186,HSP90AB1,lnc_miR_gene_sig,LUSC,AC008966.1-MIR186-HSP90AB1
AC008966.1,MIR186,NENF,lnc_miR_sig,LUSC,AC008966.1-MIR186-NENF
AC008966.1,MIR186,PPIA,lnc_miR_gene_sig,LUSC,AC008966.1-MIR186-PPIA
AC008966.1,MIR186,PSMD13,lnc_miR_sig,LUSC,AC008966.1-MIR186-PSMD13
AC008966.1,MIR186,PSMD2,lnc_miR_gene_sig,LUSC,AC008966.1-MIR186-PSMD2
AC008966.1,MIR186,PSMD3,lnc_miR_gene_sig,LUSC,AC008966.1-MIR186-PSMD3
AC008966.1,MIR186,PSMD4,lnc_miR_gene_sig,LUSC,AC008966.1-MIR186-PSMD4
AC008966.1,MIR186,PSMD8,lnc_miR_gene_sig,LUSC,AC008966.1-MIR186-PSMD8
AC008966.1,MIR186,PSME3,lnc_miR_gene_sig,LUSC,AC008966.1-MIR186-PSME3
AC010186.3,MIR145,CDK4,lnc_miR_gene_sig,LUSC,AC010186.3-MIR145-CDK4
AC010186.3,MIR145,FAM3C,lnc_miR_gene_sig,LUSC,AC010186.3-MIR145-FAM3C
AC010186.3,MIR145,NRAS,lnc_miR_sig,LUSC,AC010186.3-MIR145-NRAS
AC026401.3,MIR139,ELAVL1,lnc_gene_sig,LUSC,AC026401.3-MIR139-ELAVL1
AC026401.3,MIR139,HSP90AA1,lnc_gene_sig,LUSC,AC026401.3-MIR139-HSP90AA1
AC026401.3,MIR139,PSME3,lnc_gene_sig,LUSC,AC026401.3-MIR139-PSME3
AC027031.2,MIR146B,HSPA1B,lnc_gene_sig,LUSC,AC027031.2-MIR146B-HSPA1B
AC027031.2,MIR146B,IL1RL2,lnc_gene_sig,LUSC,AC027031.2-MIR146B-IL1RL2
AC092718.4,MIRLET7I,ZC3HAV1L,lnc_miR_gene_sig,LUSC,AC092718.4-MIRLET7I-ZC3HAV1L
AC127521.1,MIR210,BTK,lnc_miR_gene_sig,LUSC,AC127521.1-MIR210-BTK
AFAP1-AS1,MIR145,CDK4,lnc_miR_gene_sig,LUSC,AFAP1-AS1-MIR145-CDK4
AFAP1-AS1,MIR145,MMP12,lnc_miR_gene_sig,LUSC,AFAP1-AS1-MIR145-MMP12
AFAP1-AS1,MIR145,STAT1,lnc_miR_sig,LUSC,AFAP1-AS1-MIR145-STAT1
AGAP2-AS1,MIRLET7A2,CASP3,lnc_gene_sig,LUSC,AGAP2-AS1-MIRLET7A2-CASP3
AGAP2-AS1,MIRLET7A2,PAK1,lnc_gene_sig,LUSC,AGAP2-AS1-MIRLET7A2-PAK1
AGAP2-AS1,MIRLET7A2,ZC3HAV1L,lnc_gene_sig,LUSC,AGAP2-AS1-MIRLET7A2-ZC3HAV1L
